PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_ID,X2021_01_20_CORALEGGS_10B_23_PW,X2021_01_20_CORALEGGS_10B_23_NUMPEPSTOT,X2021_01_20_CORALEGGS_10B_23_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT,X2021_01_20_CORALEGGS_10B_23_TOTNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_UNIQNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSADJ,X2021_01_20_CORALEGGS_10B_23_ADJNSAF,X2021_01_20_CORALEGGS_10NB_13_ID,X2021_01_20_CORALEGGS_10NB_13_PW,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSTOT,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT,X2021_01_20_CORALEGGS_10NB_13_TOTNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10NB_13_UNIQNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSADJ,X2021_01_20_CORALEGGS_10NB_13_ADJNSAF,X2021_01_20_CORALEGGS_13B_07_ID,X2021_01_20_CORALEGGS_13B_07_PW,X2021_01_20_CORALEGGS_13B_07_NUMPEPSTOT,X2021_01_20_CORALEGGS_13B_07_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT,X2021_01_20_CORALEGGS_13B_07_TOTNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13B_07_UNIQNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSADJ,X2021_01_20_CORALEGGS_13B_07_ADJNSAF,X2021_01_20_CORALEGGS_13NB_22_ID,X2021_01_20_CORALEGGS_13NB_22_PW,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSTOT,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT,X2021_01_20_CORALEGGS_13NB_22_TOTNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13NB_22_UNIQNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSADJ,X2021_01_20_CORALEGGS_13NB_22_ADJNSAF,X2021_01_20_CORALEGGS_21B_17_ID,X2021_01_20_CORALEGGS_21B_17_PW,X2021_01_20_CORALEGGS_21B_17_NUMPEPSTOT,X2021_01_20_CORALEGGS_21B_17_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT,X2021_01_20_CORALEGGS_21B_17_TOTNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21B_17_UNIQNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSADJ,X2021_01_20_CORALEGGS_21B_17_ADJNSAF,X2021_01_20_CORALEGGS_21NB_09_ID,X2021_01_20_CORALEGGS_21NB_09_PW,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSTOT,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT,X2021_01_20_CORALEGGS_21NB_09_TOTNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21NB_09_UNIQNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSADJ,X2021_01_20_CORALEGGS_21NB_09_ADJNSAF,X2021_01_20_CORALEGGS_26B_21_ID,X2021_01_20_CORALEGGS_26B_21_PW,X2021_01_20_CORALEGGS_26B_21_NUMPEPSTOT,X2021_01_20_CORALEGGS_26B_21_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT,X2021_01_20_CORALEGGS_26B_21_TOTNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26B_21_UNIQNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSADJ,X2021_01_20_CORALEGGS_26B_21_ADJNSAF,X2021_01_20_CORALEGGS_26NB_15_ID,X2021_01_20_CORALEGGS_26NB_15_PW,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSTOT,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT,X2021_01_20_CORALEGGS_26NB_15_TOTNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26NB_15_UNIQNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSADJ,X2021_01_20_CORALEGGS_26NB_15_ADJNSAF,X2021_01_20_CORALEGGS_66B_14_ID,X2021_01_20_CORALEGGS_66B_14_PW,X2021_01_20_CORALEGGS_66B_14_NUMPEPSTOT,X2021_01_20_CORALEGGS_66B_14_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT,X2021_01_20_CORALEGGS_66B_14_TOTNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66B_14_UNIQNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSADJ,X2021_01_20_CORALEGGS_66B_14_ADJNSAF,X2021_01_20_CORALEGGS_66NB_16_ID,X2021_01_20_CORALEGGS_66NB_16_PW,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSTOT,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT,X2021_01_20_CORALEGGS_66NB_16_TOTNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66NB_16_UNIQNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSADJ,X2021_01_20_CORALEGGS_66NB_16_ADJNSAF,X2021_01_20_CORALEGGS_74B_08_ID,X2021_01_20_CORALEGGS_74B_08_PW,X2021_01_20_CORALEGGS_74B_08_NUMPEPSTOT,X2021_01_20_CORALEGGS_74B_08_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT,X2021_01_20_CORALEGGS_74B_08_TOTNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74B_08_UNIQNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSADJ,X2021_01_20_CORALEGGS_74B_08_ADJNSAF,X2021_01_20_CORALEGGS_74NB_20_ID,X2021_01_20_CORALEGGS_74NB_20_PW,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSTOT,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT,X2021_01_20_CORALEGGS_74NB_20_TOTNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74NB_20_UNIQNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSADJ,X2021_01_20_CORALEGGS_74NB_20_ADJNSAF
lcl|c243077_g3_i1|m.30580,338,1,lcl c243077_g3_i1 g.30580  ORF lcl c243077_g3_i1 g.30580 lcl c243077_g3_i1 m.30580 type:complete len:338 (+) lcl c243077_g3_i1:2734-3747(+),12,644-a,1,1,1,0.999,1,0.999,3,3,15,15,1051-a,0.8667,1,1,1,19.5714,1,22.2238,1,21.3231,838-a,0.9951,1,1,1,19.5006,1,22.2619,1,21.4322,824-a,0.9961,1,1,1,19.9871,1,23.3007,1,22.258,354-a,1,2,2,2,38.0305,2,43.7484,2,41.8876,847-a,0.9954,1,1,1,18.5442,1,21.1214,1,20.3677,872-a,0.9953,1,1,1,17.973,1,20.5474,1,19.6696,754-a,0.9964,1,1,1,22.7067,1,25.6402,1,24.7223,821-a,0.9952,1,1,1,19.5723,1,22.4003,1,21.5277,836-a,0.9954,1,1,1,21.1296,1,23.8398,1,23.1093,416-a,1,2,2,2,33.5933,2,38.3479,2,36.7184,911-a,0.9946,1,1,1,17.779,1,20.0744,1,19.3646,445-a,1,2,2,2,32.7455,2,37.0194,2,35.5277
lcl|c243086_g4_i2|m.30593,186,1,lcl c243086_g4_i2 g.30593  ORF lcl c243086_g4_i2 g.30593 lcl c243086_g4_i2 m.30593 type:complete len:186 (+) lcl c243086_g4_i2:88-645(+),12,645-a,1,1,1,0.999,1,0.999,3,3,35,35,353-a,1,3,3,3,106.6955,3,121.1554,3,116.2451,357-a,1,3,3,3,106.31,3,121.3632,3,116.8399,339-a,1,3,3,3,108.9619,3,127.0262,3,121.3422,355-a,1,3,3,3,103.6637,3,119.2497,3,114.1776,366-a,1,3,3,3,101.096,3,115.1455,3,111.037,373-a,1,2,2,2,65.3213,2,74.6778,2,71.4872,309-a,1,3,3,3,123.7881,3,139.7806,3,134.7766,332-a,1,3,3,3,106.7005,3,122.1176,3,117.3609,365-a,1,3,3,3,115.1903,3,129.9655,3,125.9832,417-a,1,3,3,3,91.5689,3,104.5289,3,100.0871,402-a,1,3,3,3,96.924,3,109.4376,3,105.5682,446-a,1,3,3,3,89.2579,3,100.9076,3,96.8417
lcl|c243154_g1_i1|m.30688,320,1,lcl c243154_g1_i1 g.30688  ORF lcl c243154_g1_i1 g.30688 lcl c243154_g1_i1 m.30688 type:complete len:320 (+) lcl c243154_g1_i1:314-1273(+),12,647-a,1,1,1,0.999,1,0.999,9,9,62,62,354-a,1,5,5,5,103.3613,5,117.3693,5,112.6124,359-a,1,5,5,6,123.5854,6,141.0847,6,135.8264,341-a,1,3,3,3,63.3341,3,73.834,3,70.5302,356-a,1,6,6,6,120.5091,6,138.6278,6,132.7315,367-a,1,6,6,6,117.5241,6,133.8566,6,129.0805,374-a,1,7,7,8,151.8721,8,173.6259,8,166.2077,310-a,1,3,3,3,71.9519,3,81.2475,3,78.3389,333-a,1,2,2,3,62.0197,3,70.9809,3,68.216,366-a,1,4,4,4,89.2725,4,100.7232,4,97.637,418-a,1,7,7,7,124.1903,7,141.7673,7,135.7432,403-a,1,5,5,5,93.8951,5,106.0177,5,102.2692,447-a,1,6,6,6,103.7623,6,117.3051,6,112.5785
lcl|c243308_g5_i1|m.30798,255,1,lcl c243308_g5_i1 g.30798  ORF lcl c243308_g5_i1 g.30798 lcl c243308_g5_i1 m.30798 type:complete len:255 (+) lcl c243308_g5_i1:497-1261(+),12,649-a,1,1,1,0.999,1,0.999,2,2,20,20,355-a,1,2,2,2,51.8833,2,58.9148,2,56.527,360-a,1,2,2,2,51.6958,2,59.0158,2,56.8163,343-a,1,2,2,2,52.9854,2,61.7696,2,59.0056,357-a,1,2,2,2,50.409,2,57.9881,2,55.5217,931-a,0.9621,1,1,1,24.5802,1,27.9962,1,26.9972,375-a,1,2,2,2,47.6462,2,54.4709,2,52.1436,877-a,0.9562,1,1,1,30.0975,1,33.9859,1,32.7692,334-a,1,2,2,2,51.8858,2,59.3827,2,57.0696,367-a,1,2,2,2,56.0141,2,63.1989,2,61.2624,1128-a,0.9092,1,1,1,22.2638,1,25.4149,1,24.3349,404-a,1,2,2,2,47.1317,2,53.2167,2,51.3351,929-a,0.9944,1,1,1,21.7019,1,24.5344,1,23.5458
lcl|c211725_g14_i3|m.2532,331,1,lcl c211725_g14_i3 g.2532  ORF lcl c211725_g14_i3 g.2532 lcl c211725_g14_i3 m.2532 type:5prime_partial len:331 (+) lcl c211725_g14_i3:2-994(+),8,65-a,1,1,1,0.9921,1,0.9921,3,3,16,16,null,0,0,0,0,0,0,0,0,0,1514-a,0.4776,1,1,1,19.913,1,22.7327,1,21.8854,2020-a,0.2549,1,1,1,20.4098,1,23.7934,1,22.7288,37-a,1,3,3,3,58.2521,3,67.0104,3,64.1602,38-a,1,2,2,2,37.8728,2,43.1361,2,41.5969,652-a,0.9999,2,2,2,36.7063,2,41.964,2,40.1711,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,44-a,1,3,3,3,51.4556,3,58.7383,3,56.2423,776-a,0.9992,2,2,2,36.3099,2,40.9978,2,39.5482,789-a,0.9996,2,2,2,33.438,2,37.8023,2,36.2791
lcl|c243349_g1_i4|m.30872,238,1,lcl c243349_g1_i4 g.30872  ORF lcl c243349_g1_i4 g.30872 lcl c243349_g1_i4 m.30872 type:complete len:238 (+) lcl c243349_g1_i4:51-764(+),12,650-a,1,1,1,0.999,1,0.999,16,16,94,94,356-a,1,7,7,7,194.5624,7,220.9305,7,211.9763,361-a,1,7,7,7,193.8594,7,221.3094,7,213.061,344-a,1,7,7,7,198.6953,7,231.6361,7,221.2711,358-a,1,8,8,8,216.0387,8,248.5204,8,237.95,368-a,1,7,7,7,184.3515,7,209.9712,7,202.4792,376-a,1,13,13,13,331.8215,13,379.3506,13,363.1429,311-a,1,6,6,6,193.484,6,218.4806,6,210.6592,335-a,1,6,6,7,194.5716,7,222.6851,7,214.0111,368-a,1,6,6,6,180.0454,6,203.1393,6,196.9149,419-a,1,9,9,9,214.6867,9,245.0719,9,234.6581,405-a,1,6,6,6,151.4947,6,171.0538,6,165.0058,449-a,1,11,11,11,255.7725,11,289.1555,11,277.5045
lcl|c243503_g5_i1|m.31038,766,1,lcl c243503_g5_i1 g.31038  ORF lcl c243503_g5_i1 g.31038 lcl c243503_g5_i1 m.31038 type:5prime_partial len:766 (+) lcl c243503_g5_i1:1-2298(+),12,652-a,1,1,1,0.999,1,0.999,9,9,59,59,358-a,1,7,7,7,60.4515,7,68.6442,7,65.8621,362-a,1,5,5,5,43.0236,5,49.1157,5,47.2851,345-a,1,4,4,5,44.0969,5,51.4075,5,49.1072,359-a,1,5,5,5,41.9527,5,48.2603,5,46.2076,369-a,1,5,5,5,40.9135,5,46.5993,5,44.9366,377-a,1,5,5,6,47.584,6,54.3997,6,52.0755,312-a,1,5,5,5,50.097,5,56.5692,5,54.544,336-a,1,3,3,3,25.909,3,29.6526,3,28.4976,369-a,1,5,5,5,46.6175,5,52.597,5,50.9854,420-a,1,4,4,5,37.0579,5,42.3028,5,40.5052,406-a,1,2,2,2,15.69,2,17.7158,2,17.0894,450-a,1,6,6,6,43.3472,6,49.0048,6,47.0302
lcl|c243516_g2_i1|m.31047,910,1,lcl c243516_g2_i1 g.31047  ORF lcl c243516_g2_i1 g.31047 lcl c243516_g2_i1 m.31047 type:3prime_partial len:911 (+) lcl c243516_g2_i1:722-3451(+),12,653-a,0.9998,1,1,0.999,1,0.999,3,3,15,15,838-a,0.994,2,2,2,14.5387,2,16.5091,2,15.84,1325-a,0.6154,1,1,1,7.2431,1,8.2687,1,7.9605,1246-a,0.7608,1,1,1,7.4238,1,8.6545,1,8.2673,1478-a,0.5811,1,1,1,7.0628,1,8.1247,1,7.7791,1028-a,0.9247,1,1,1,6.8879,1,7.8451,1,7.5652,1191-a,0.8565,1,1,1,6.6757,1,7.6319,1,7.3058,1031-a,0.8833,1,1,1,8.4339,1,9.5235,1,9.1826,647-a,0.9998,2,2,2,14.5394,2,16.6402,2,15.992,866-a,0.9947,2,2,2,15.6963,2,17.7096,2,17.1669,1486-a,0.5942,1,1,1,6.2388,1,7.1217,1,6.8191,912-a,0.9946,1,1,1,6.6036,1,7.4562,1,7.1926,1118-a,0.9047,1,1,1,6.0813,1,6.875,1,6.598
lcl|c243554_g1_i5|m.31071,150,1,lcl c243554_g1_i5 g.31071  ORF lcl c243554_g1_i5 g.31071 lcl c243554_g1_i5 m.31071 type:complete len:150 (+) lcl c243554_g1_i5:284-733(+),12,654-a,1,1,1,0.999,1,0.999,5,5,20,20,1026-a,0.8904,1,1,1,44.1008,1,50.0776,1,48.048,655-a,0.9999,2,2,2,87.8829,2,100.3269,2,96.5877,346-a,1,2,2,2,90.0752,2,105.0083,2,100.3096,873-a,0.9954,1,1,1,42.8477,1,49.2899,1,47.1934,1004-a,0.9339,1,1,1,41.7863,1,47.5935,1,45.8953,1614-a,0.5059,1,1,1,40.4992,1,46.3002,1,44.3221,617-a,0.9996,1,1,1,51.1658,1,57.776,1,55.7076,337-a,1,3,3,3,132.3087,3,151.4259,3,145.5276,370-a,1,2,2,2,95.224,2,107.4381,2,104.1461,421-a,1,2,2,2,75.697,2,86.4105,2,82.7387,407-a,1,2,2,2,80.1238,2,90.4684,2,87.2697,451-a,1,2,2,2,73.7865,2,83.417,2,80.0558
lcl|c243614_g4_i2|m.31123,168,1,lcl c243614_g4_i2 g.31123  ORF lcl c243614_g4_i2 g.31123 lcl c243614_g4_i2 m.31123 type:complete len:168 (+) lcl c243614_g4_i2:21-524(+),4,655-a,1,1,1,0.999,1,0.999,2,2,5,5,null,0,0,0,0,0,0,0,0,0,1056-a,0.8728,1,1,1,39.2334,1,44.7888,1,43.1195,921-a,0.9543,1,1,1,40.2121,1,46.8787,1,44.7811,null,0,0,0,0,0,0,0,0,0,370-a,1,2,2,2,74.6185,2,84.9883,2,81.9559,961-a,0.963,1,1,1,36.16,1,41.3395,1,39.5733,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c243765_g1_i1|m.31282,456,1,lcl c243765_g1_i1 g.31282  ORF lcl c243765_g1_i1 g.31282 lcl c243765_g1_i1 m.31282 type:complete len:456 (+) lcl c243765_g1_i1:479-1846(+),11,656-a,1,1,1,0.9923,1,0.9923,7,7,24,24,3610-a,0,1,1,1,14.5068,1,16.4729,1,15.8053,1055-a,0.874,1,1,1,14.4544,1,16.5011,1,15.8861,700-a,0.9989,2,2,2,29.63,2,34.5422,2,32.9966,360-a,1,4,4,4,56.3785,4,64.8551,4,62.0966,1027-a,0.9252,1,1,1,13.7455,1,15.6557,1,15.0971,771-a,0.9975,1,1,1,13.3221,1,15.2303,1,14.5796,null,0,0,0,0,0,0,0,0,0,338-a,1,3,3,3,43.5226,3,49.8111,3,47.8709,371-a,1,4,4,4,62.6474,4,70.683,4,68.5172,422-a,1,3,3,3,37.3505,3,42.6368,3,40.825,408-a,1,2,2,2,26.3565,2,29.7594,2,28.7072,756-a,0.9999,2,2,2,24.2719,2,27.4398,2,26.3342
lcl|c243774_g1_i2|m.31291,2267,1,lcl c243774_g1_i2 g.31291  ORF lcl c243774_g1_i2 g.31291 lcl c243774_g1_i2 m.31291 type:complete len:2267 (+) lcl c243774_g1_i2:1614-8414(+),12,657-a,1,1,1,0.999,1,0.999,19,19,96,96,359-a,1,5,5,5,14.59,5,16.5673,5,15.8959,363-a,1,8,8,8,23.2597,8,26.5532,8,25.5636,347-a,1,6,6,6,17.8799,6,20.8442,6,19.9115,361-a,1,10,10,10,28.3509,10,32.6135,10,31.2263,371-a,1,8,8,10,27.6487,10,31.491,10,30.3674,378-a,1,8,8,8,21.4376,8,24.5083,8,23.4612,313-a,1,6,6,6,20.3128,6,22.9371,6,22.116,339-a,1,5,5,5,14.5907,5,16.6989,5,16.0485,372-a,1,11,11,11,34.6536,11,39.0986,11,37.9006,423-a,1,12,12,12,30.0517,12,34.305,12,32.8473,409-a,1,7,7,8,21.2061,8,23.944,8,23.0974,452-a,1,7,7,7,17.0877,7,19.318,7,18.5396
lcl|c243791_g1_i1|m.31323,506,1,lcl c243791_g1_i1 g.31323  ORF lcl c243791_g1_i1 g.31323 lcl c243791_g1_i1 m.31323 type:5prime_partial len:506 (+) lcl c243791_g1_i1:1-1518(+),12,658-a,1,1,1,0.999,1,0.999,3,3,25,25,360-a,1,2,2,2,26.1467,2,29.6903,2,28.4869,364-a,1,2,2,2,26.0522,2,29.7412,2,28.6327,348-a,1,3,3,3,40.0532,3,46.6934,3,44.6041,362-a,1,2,2,2,25.4038,2,29.2232,2,27.9803,372-a,1,2,2,2,24.7745,2,28.2175,2,27.2106,379-a,1,2,2,2,24.0114,2,27.4507,2,26.2779,314-a,1,2,2,2,30.3354,2,34.2545,2,33.0282,340-a,1,2,2,2,26.148,2,29.9261,2,28.7604,373-a,1,2,2,2,28.2285,2,31.8492,2,30.8734,424-a,1,2,2,2,22.4398,2,25.6158,2,24.5273,410-a,1,2,2,2,23.7521,2,26.8187,2,25.8705,453-a,1,2,2,2,21.8735,2,24.7284,2,23.732
lcl|c243893_g1_i1|m.31474,705,1,lcl c243893_g1_i1 g.31474  ORF lcl c243893_g1_i1 g.31474 lcl c243893_g1_i1 m.31474 type:complete len:705 (+) lcl c243893_g1_i1:424-2538(+),12,659-a,1,1,1,0.999,1,0.999,22,22,122,122,361-a,1,10,10,10,93.8315,10,106.548,10,102.2297,365-a,1,7,7,7,65.4447,7,74.7115,7,71.927,349-a,1,7,6,8,76.6597,7,78.1977,8,85.3699,616-a,1,9,9,9,82.0487,9,94.3849,9,90.3704,617-a,1,7,7,8,71.1257,8,81.0102,8,78.1196,380-a,1,13,13,15,129.2529,15,147.7667,15,141.4534,519-a,1,7,7,8,87.0907,8,98.3421,8,94.8215,341-a,1,13,13,13,121.9867,13,139.6125,13,134.1743,375-a,1,12,12,12,121.5626,12,137.155,12,132.9525,425-a,1,10,10,11,88.5815,11,101.1187,11,96.8219,411-a,1,12,12,12,102.2858,12,115.4916,12,111.4082,715-a,1,9,9,9,70.6467,9,79.8673,9,76.6492
lcl|c211774_g2_i1|m.2538,118,1,lcl c211774_g2_i1 g.2538  ORF lcl c211774_g2_i1 g.2538 lcl c211774_g2_i1 m.2538 type:complete len:118 (+) lcl c211774_g2_i1:154-507(+),12,66-a,1,1,1,0.999,1,0.999,2,2,15,15,904-a,0.9547,1,1,1,56.0604,1,63.6579,1,61.0779,980-a,0.9254,1,1,1,55.8578,1,63.7671,1,61.3905,661-a,0.9997,2,2,2,114.5023,2,133.4852,2,127.5122,799-a,0.9954,1,1,1,54.4674,1,62.6566,1,59.9916,960-a,0.9521,1,1,1,53.1182,1,60.5002,1,58.3415,792-a,0.9953,1,1,1,51.4821,1,58.8562,1,56.3416,828-a,0.9678,1,1,1,65.0412,1,73.444,1,70.8148,30-a,1,2,2,2,112.126,2,128.327,2,123.3284,962-a,0.9199,1,1,1,60.5237,1,68.2869,1,66.1946,839-a,0.9949,1,1,1,48.1125,1,54.922,1,52.5882,1051-a,0.9272,1,1,1,50.9262,1,57.5011,1,55.4681,42-a,1,2,2,2,93.7964,2,106.0385,2,101.7659
lcl|c243899_g1_i1|m.31482,1112,1,lcl c243899_g1_i1 g.31482  ORF lcl c243899_g1_i1 g.31482 lcl c243899_g1_i1 m.31482 type:complete len:1112 (+) lcl c243899_g1_i1:7203-10538(+),12,660-a,1,1,1,0.999,1,0.999,60,57,473,441,362-a,1,34,32,40,237.954,38,256.6926,38,246.289,366-a,1,33,31,35,207.4574,33,223.2996,33,214.9771,350-a,1,30,28,33,200.4821,31,219.5543,31,209.73,363-a,1,28,26,34,196.5136,32,212.7621,32,203.7126,373-a,1,24,22,28,157.8261,26,166.9195,26,160.9637,381-a,1,31,29,35,191.2059,33,206.1026,33,197.2969,315-a,1,34,31,45,310.5835,42,327.3279,43,323.1244,571-a,1,43,41,56,333.1514,52,354.0533,54,353.3493,376-a,1,32,30,37,237.6318,35,253.6197,35,245.8485,426-a,1,33,30,38,194.0075,34,198.1537,36,200.8943,412-a,1,35,32,44,237.7776,41,250.1713,42,247.212,454-a,1,41,38,48,238.8772,45,253.1765,46,248.3747
lcl|c243935_g1_i3|m.31546,356,1,lcl c243935_g1_i3 g.31546  ORF lcl c243935_g1_i3 g.31546 lcl c243935_g1_i3 m.31546 type:5prime_partial len:356 (+) lcl c243935_g1_i3:3-1070(+),12,661-a,1,1,1,0.999,1,0.999,5,5,33,33,363-a,1,3,3,3,55.7454,3,63.3003,3,60.7348,368-a,1,3,3,3,55.544,3,63.4089,3,61.0456,351-a,1,2,2,2,37.953,2,44.2451,2,42.2653,364-a,1,4,4,4,72.2152,4,83.0728,4,79.5395,374-a,1,2,2,2,35.2132,2,40.1069,2,38.6758,876-a,0.9953,1,1,1,17.0643,1,19.5085,1,18.675,755-a,0.9964,1,1,1,21.5586,1,24.3438,1,23.4723,342-a,1,3,3,3,55.748,3,63.803,3,61.3178,377-a,1,3,3,3,60.1837,3,67.9033,3,65.8227,427-a,1,3,3,3,47.8422,3,54.6134,3,52.2927,413-a,1,5,5,5,84.4001,5,95.2968,5,91.9274,455-a,1,3,3,3,46.6347,3,52.7214,3,50.5971
lcl|c243954_g3_i1|m.31569,288,1,lcl c243954_g3_i1 g.31569  ORF lcl c243954_g3_i1 g.31569 lcl c243954_g3_i1 m.31569 type:complete len:288 (+) lcl c243954_g3_i1:689-1552(+),12,662-a,1,1,1,0.999,1,0.999,7,7,40,40,364-a,1,3,3,3,68.9075,3,78.2462,3,75.0749,369-a,1,4,4,4,91.5447,4,104.5072,4,100.6122,352-a,1,4,4,4,93.8283,4,109.3837,4,104.4891,751-a,0.9988,2,2,2,44.633,2,51.3436,2,49.1598,375-a,1,3,3,3,65.2912,3,74.3648,3,71.7114,382-a,1,3,3,3,63.2801,3,72.3441,3,69.2532,316-a,1,2,2,2,53.2977,2,60.1833,2,58.0288,343-a,1,5,5,5,114.8513,5,131.4461,5,126.326,378-a,1,3,3,3,74.3937,3,83.936,3,81.3642,428-a,1,4,4,4,78.851,4,90.011,4,86.1861,414-a,1,5,5,5,104.3279,5,117.7974,5,113.6325,757-a,0.9999,2,2,2,38.4305,2,43.4463,2,41.6958
lcl|c244084_g2_i1|m.31724,530,1,lcl c244084_g2_i1 g.31724  ORF lcl c244084_g2_i1 g.31724 lcl c244084_g2_i1 m.31724 type:complete len:530 (+) lcl c244084_g2_i1:114-1703(+),11,663-a,1,1,1,0.999,1,0.999,4,4,27,27,365-a,1,2,2,2,24.9627,2,28.3458,2,27.197,370-a,1,2,2,2,24.8725,2,28.3944,2,27.3361,826-a,0.9961,1,1,1,12.7465,1,14.8597,1,14.1948,365-a,1,2,2,2,24.2534,2,27.8999,2,26.7132,376-a,1,4,4,4,47.3053,4,53.8794,4,51.9569,null,0,0,0,0,0,0,0,0,0,317-a,1,4,4,4,57.9235,4,65.4068,4,63.0653,344-a,1,3,3,3,37.4459,3,42.8564,3,41.187,652-a,0.9999,2,2,2,26.9502,2,30.407,2,29.4753,429-a,1,2,2,2,21.4237,2,24.4558,2,23.4166,415-a,1,2,2,3,34.0148,3,38.4064,3,37.0485,758-a,0.9999,2,2,2,20.883,2,23.6086,2,22.6573
